年,季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 21,待註銷股本股數（單位：股）,Unnamed: 22
2013,02,1907,永豐餘,36685513.0,60099632.0,96785145.0,28276328.0,23607448.00,51883776.0,16603715.0,342573.00,13103070.0,1768084.00,--,31817442.00,--,--,13083927.00,44901369.0,0.0,0.0,19.16,,,
2013,02,1909,榮成,12647332.0,27849591.0,40496923.0,14126010.0,12937146.00,27063156.0,6871133.0,758343.00,3499138.0,138733.00,-33528.00,11233819.00,--,--,2199948.00,13433767.0,0.0,3560000.0,16.43,,,
2013,02,2002,中鋼,148013269.0,513273960.0,661287229.0,175491128.0,179277771.00,354768899.0,153107445.0,36664652.00,92692583.0,6088342.00,-8581510.00,279971512.00,--,--,26546818.00,306518330.0,0.0,309761000.0,18.66,,,
2013,02,2006,東和鋼鐵,15850555.0,22473893.0,38324448.0,9022505.0,7257726.00,16280231.0,9982021.0,6225686.00,6099686.0,-384310.00,0.00,21923083.00,0.00,--,121134.00,22044217.0,0.0,0.0,21.96,,,
2013,02,2007,燁興公司,2308501.0,11281587.0,13590088.0,3728942.0,4634682.00,8363624.0,6306516.0,673.00,-1079859.0,-866.00,0.00,5226464.00,--,--,0.00,5226464.0,0.0,0.0,8.29,,,
2013,02,2008,高興昌,2786115.0,4085679.0,6871794.0,657181.0,419552.00,1076733.0,4238266.0,110224.00,1601799.0,-155228.00,--,--,--,--,--,5795061.0,0.0,0.0,13.67,,,
2013,02,2009,第一伸銅,2311631.0,3692675.0,6004306.0,1334404.0,419637.00,1754041.0,3596222.0,4619.00,811584.0,-162160.00,--,--,--,--,--,4250265.0,0.0,0.0,11.82,,,
2013,02,2010,春源鋼鐵,11761771.0,6708002.0,18469773.0,5637868.0,1812051.00,7449919.0,6476554.0,159848.00,3435234.0,252282.00,0.00,10323918.00,--,--,695936.00,11019854.0,0.0,0.0,15.94,,,
2013,02,2012,春雨,7658440.0,4337699.0,11996139.0,6599207.0,1264808.00,7864015.0,2877740.0,20433.00,625983.0,361307.00,-288910.00,3596553.00,--,--,535571.00,4132124.0,0.0,23830450.0,13.63,,,
2013,02,2013,中鋼構,10107394.0,4083808.0,14191202.0,9531382.0,384039.00,9915421.0,2000000.0,1172876.00,1071313.0,167754.00,-136162.00,4275781.00,--,--,0.00,4275781.0,0.0,6804767.0,22.13,,,
2013,02,2014,中鴻,10601055.0,25712322.0,36313377.0,15133883.0,12628174.00,27762057.0,14355444.0,903.00,-5344780.0,-460247.00,--,8551320.00,--,--,--,8551320.0,0.0,0.0,5.96,,,
2013,02,2015,豐興鋼鐵,9887183.0,9742137.0,19629320.0,3767678.0,760182.00,4527860.0,5815994.0,447280.00,8826054.0,12132.00,0.00,15101460.00,--,--,0.00,15101460.0,0.0,0.0,25.97,,,
2013,02,2017,官田鋼,2652705.0,5434849.0,8087554.0,1972334.0,1124571.00,3096905.0,3880955.0,703780.00,-454043.0,-1977.00,-58772.00,4069943.00,--,--,920706.00,4990649.0,0.0,4675913.0,10.61,,,
2013,02,2020,美亞鋼管,3167124.0,3825379.0,6992503.0,2766277.0,393378.00,3159655.0,2625331.0,331468.00,613351.0,5916.00,0.00,3576066.00,--,--,256782.00,3832848.0,0.0,0.0,13.62,,,
2013,02,2022,聚亨,5955586.0,7938637.0,13894223.0,5758457.0,1124311.00,6882768.0,5124999.0,4070.00,-364417.0,458763.00,--,5223415.00,--,--,1788040.00,7011455.0,0.0,0.0,10.19,,,
2013,02,2023,燁輝,25507185.0,42896913.0,68404098.0,21008882.0,16460381.00,37469263.0,16353422.0,4622016.00,4471959.0,-23921.00,0.00,25423476.00,--,--,5511359.00,30934835.0,0.0,0.0,15.55,,,
2013,02,2024,志聯工業,1129711.0,1330421.0,2460132.0,859594.0,434444.00,1294038.0,1095500.0,0.00,-18340.0,7995.00,0.00,1085155.00,0.00,--,80939.00,1166094.0,0.0,0.0,9.91,,,
2013,02,2025,千興,1235694.0,1725828.0,2961522.0,1161131.0,21635.00,1182766.0,3228341.0,449535.00,-1882914.0,19592.00,-35833.00,1778721.00,--,--,35.00,1778756.0,0.0,41666788.0,6.33,,,
2013,02,2027,大成鋼,27548238.0,7570780.0,35119018.0,10578180.0,12286603.00,22864783.0,7770970.0,1133488.00,1400719.0,-99306.00,-276570.00,9929301.00,--,--,2324934.00,12254235.0,0.0,19013000.0,14.41,,,
2013,02,2028,威致鋼鐵,2305538.0,4305964.0,6611502.0,4418614.0,111242.00,4529856.0,2650000.0,46190.00,-614544.0,--,--,--,--,--,--,2081646.0,0.0,0.0,7.86,,,
2013,02,2029,盛餘,5099419.0,4898206.0,9997625.0,1003308.0,1056676.00,2059984.0,3211800.0,898403.00,3738668.0,35278.00,0.00,7884149.00,--,--,53492.00,7937641.0,0.0,0.0,24.55,,,
2013,02,2030,彰源,6398885.0,4415471.0,10814356.0,4382678.0,3397011.00,7779689.0,2728819.0,443263.00,3467.0,23429.00,-164323.00,3034655.00,--,--,12.00,3034667.0,0.0,15774000.0,11.8,,,
2013,02,2031,新光鋼,8014824.0,4185450.0,12200274.0,5991655.0,1097694.00,7089349.0,2768023.0,984084.00,1389882.0,-84647.00,0.00,5057342.00,--,--,53583.00,5110925.0,0.0,0.0,18.27,,,
2013,02,2032,新鋼工業,1226088.0,895002.0,2121090.0,214751.0,280202.00,494953.0,1305215.0,107011.00,213805.0,106.00,--,--,--,--,--,1626137.0,0.0,0.0,12.46,,,
2013,02,2033,佳大世界,773050.0,631440.0,1404490.0,446198.0,40183.00,486381.0,806945.0,17629.00,114986.0,-21451.00,0.00,--,--,--,--,918109.0,0.0,0.0,11.38,,,
2013,02,2034,允強,8635265.0,2988922.0,11624187.0,3321429.0,1744742.00,5066171.0,3701189.0,1848637.00,995048.0,13142.00,0.00,6558016.00,--,--,0.00,6558016.0,0.0,0.0,17.72,,,
2013,02,2038,海光企業,4380920.0,3983830.0,8364750.0,3464471.0,1606513.00,5070984.0,1726329.0,267906.00,917037.0,0.00,0.00,2911272.00,--,--,382494.00,3293766.0,0.0,0.0,16.86,,,
2013,02,2049,上銀科技,9633207.0,15622516.0,25255723.0,9108328.0,5909785.00,15018113.0,2538208.0,308630.00,6995127.0,-33950.00,--,9808015.00,--,--,429595.00,10237610.0,0.0,0.0,39.8,,,
2013,02,2059,川湖,5362127.0,1622057.0,6984184.0,1300174.0,662050.00,1962224.0,940218.0,611708.00,3466794.0,3240.00,0.00,5021960.00,--,--,0.00,5021960.0,0.0,0.0,53.41,,,
2013,02,2062,橋椿,4593337.0,2486003.0,7079340.0,1795761.0,868446.00,2664207.0,1630000.0,1321841.00,1438233.0,25059.00,--,4415133.00,--,--,--,4415133.0,0.0,0.0,27.09,,,
2013,02,2101,南港輪胎,10218553.0,10296642.0,20515195.0,7784715.0,1721046.00,9505761.0,8798940.0,119042.00,3453116.0,836958.00,-2198622.00,11009434.00,--,--,0.00,11009434.0,0.0,45959000.0,13.22,,,
2013,02,2102,泰豐輪胎,5784499.0,7406921.0,13191420.0,1998045.0,2193631.00,4191676.0,4233244.0,162163.00,4743382.0,43990.00,-183035.00,8999744.00,--,--,0.00,8999744.0,0.0,11716574.0,22.99,,,
2013,02,2103,台橡,17303390.0,18141448.0,35444838.0,11899062.0,6454633.00,18353695.0,7863904.0,849.00,6228852.0,1051875.00,0.00,15145480.00,--,--,1945663.00,17091143.0,0.0,0.0,19.26,,,
2013,02,2104,中橡,15674684.0,16033348.0,31708032.0,10311474.0,4113767.00,14425241.0,5492241.0,3764811.00,3639280.0,3394956.00,-290088.00,16001200.00,--,--,1281591.00,17282791.0,0.0,10357462.0,29.69,,,
2013,02,2105,正新,57332605.0,108562497.0,165895102.0,50368175.0,45516625.00,95884800.0,32414155.0,52576.00,35836877.0,1164670.00,--,69468278.00,--,--,542024.00,70010302.0,0.0,0.0,24.65,,,
2013,02,2106,建大,19250499.0,9841287.0,29091786.0,7879933.0,5911947.00,13791880.0,7630300.0,41.00,7548453.0,121112.00,0.00,15299906.00,--,--,0.00,15299906.0,0.0,0.0,20.85,,,
2013,02,2107,厚生,8089922.0,4493974.0,12583896.0,2605194.0,266499.00,2871693.0,4971894.0,535995.00,4321892.0,-116613.00,0.00,9713168.00,--,--,-965.00,9712203.0,0.0,0.0,19.54,,,
2013,02,2108,南帝化工,3810101.0,4020705.0,7830806.0,1545671.0,505816.00,2051487.0,3990319.0,--,1611052.0,31457.00,--,5632828.00,--,--,146491.00,5779319.0,0.0,0.0,14.82,,,
2013,02,2109,華豐橡膠,3923604.0,4281944.0,8205548.0,2982532.0,1254395.00,4236927.0,3923567.0,9177.00,-881121.0,128938.00,0.00,3180561.00,--,--,788060.00,3968621.0,0.0,0.0,8.11,,,
2013,02,2114,鑫永銓,1309368.0,1184964.0,2494332.0,672380.0,106363.00,778743.0,613866.0,233619.00,868084.0,20.00,--,1715589.00,--,--,--,1715589.0,0.0,0.0,27.95,,,
2013,02,2201,裕隆汽車,83426427.0,83905104.0,167331531.0,83038210.0,8447021.00,91485231.0,15729199.0,6450357.00,44060565.0,1202641.00,-376304.00,67066458.00,--,--,8779842.00,75846300.0,0.0,11838582.0,42.96,,,
2013,02,2204,中華汽車,23283377.0,35193023.0,58476400.0,8823247.0,2126754.00,10950001.0,13840508.0,6370834.00,24143424.0,608821.00,--,44963587.00,--,--,2562812.00,47526399.0,0.0,0.0,32.49,,,
2013,02,2206,三陽工業,20238873.0,18951413.0,39190286.0,13158855.0,10915976.00,24074831.0,8963768.0,1681049.00,5129797.0,-1459131.00,-1382555.00,12932928.00,--,--,2182527.00,15115455.0,0.0,62663349.0,15.51,,,
2013,02,2207,和泰汽車,88563440.0,43030027.0,131593467.0,81912657.0,15572753.00,97485410.0,5461792.0,263060.00,22882791.0,532435.00,--,29140078.00,--,--,4967979.00,34108057.0,0.0,0.0,53.35,,,
2013,02,2208,台船公司,14597291.0,10938172.0,25535463.0,9369527.0,2646555.00,12016082.0,7435652.0,1965.00,6028977.0,--,--,13466594.00,--,--,52787.00,13519381.0,0.0,0.0,18.11,,,
2013,02,2227,裕隆日產,15385822.0,15496989.0,30882811.0,6093591.0,4061932.00,10155523.0,3000000.0,6129405.00,11459753.0,138130.00,--,20727288.00,--,--,--,20727288.0,0.0,0.0,69.09,,,
2013,02,2228,劍麟,1443272.0,1108679.0,2551951.0,814339.0,137376.00,951715.0,650330.0,182199.00,758198.0,9509.00,--,1600236.00,--,--,--,1600236.0,0.0,0.0,24.61,,,
2013,02,2231,為升,1120858.0,826171.0,1947029.0,764726.0,7983.00,772709.0,605890.0,34126.00,465118.0,36576.00,--,1141710.00,--,--,32610.00,1174320.0,0.0,0.0,18.84,,,
2013,02,2301,光寶科技,138087008.0,64639169.0,202726177.0,98412744.0,29096322.00,127509066.0,23206878.0,27045436.00,16704500.0,2167799.00,-1334660.00,67789953.00,--,--,7427158.00,75217111.0,2540250.0,27978772.0,29.76,,,
2013,02,2302,麗正,468159.0,1604208.0,2072367.0,387213.0,91182.00,478395.0,1600029.0,9.00,-2531.0,-3535.00,0.00,1593972.00,--,--,0.00,1593972.0,0.0,0.0,9.96,,,
2013,02,2303,聯電,92899530.0,210192343.0,303091873.0,57616303.0,35571589.00,93187892.0,126541173.0,45343470.00,27833631.0,7885742.00,-2365246.00,205238770.00,--,--,4665211.00,209903981.0,0.0,216078737.0,16.5,,,
2013,02,2305,全友電腦,1081866.0,934747.0,2016613.0,800901.0,55346.00,856247.0,2056608.0,0.00,-881890.0,1076.00,-49781.00,1126013.00,--,--,34353.00,1160366.0,0.0,2934365.0,5.55,,,
2013,02,2308,台達電,113992219.0,66796301.0,180788520.0,69478870.0,16762013.00,86240883.0,24273645.0,25218162.00,33802641.0,-2280967.00,--,81013481.00,--,--,13534156.00,94547637.0,0.0,0.0,33.38,,,
2013,02,2311,日月光,101471545.0,153753634.0,255225179.0,89323122.0,53181454.00,142504576.0,76124055.0,5568053.00,29001470.0,170951.00,-1959107.00,108905422.00,--,--,3815181.00,112720603.0,2620400.0,145883011.0,14.59,,,
2013,02,2312,金寶電子,18244045.0,23149050.0,41393095.0,13205101.0,11030439.00,24235540.0,14582332.0,589552.00,2663671.0,770771.00,-1763787.00,16842539.00,--,--,315016.00,17157555.0,0.0,144082408.0,12.82,,,
2013,02,2313,華通,18907338.0,17930163.0,36837501.0,11294982.0,9865723.00,21160705.0,11918206.0,1016898.00,1531954.0,1209738.00,--,15676796.00,--,--,0.00,15676796.0,0.0,0.0,13.15,,,
2013,02,2314,台揚科技,4871877.0,2514779.0,7386656.0,3850274.0,525210.00,4375484.0,2944506.0,1622497.00,-1567819.0,10238.00,--,3009422.00,--,--,1750.00,3011172.0,0.0,0.0,10.22,,,
2013,02,2316,楠梓電,4565391.0,6236319.0,10801710.0,2878071.0,2087846.00,4965917.0,3189341.0,266098.00,2433240.0,46039.00,-98925.00,5835793.00,--,--,--,5835793.0,104450.0,1896964.0,18.4,,,
2013,02,2317,鴻海,1440942854.0,510422565.0,1951365419.0,1102743685.0,119562026.00,1222305711.0,137017422.0,59505263.00,462255883.0,31994231.00,-18901.00,690753898.00,--,--,38305810.00,729059708.0,0.0,1302812.0,58.37,,,
2013,02,2321,東訊,3341618.0,698994.0,4040612.0,3295187.0,141883.00,3437070.0,6306652.0,--,-5702202.0,-287623.00,-13784.00,303043.00,--,--,300499.00,603542.0,0.0,2821000.0,0.48,,,
2013,02,2323,中環,14776818.0,31890305.0,46667123.0,11048677.0,3083944.00,14132621.0,27129098.0,4886338.00,-159280.0,-78953.00,-175379.00,31601824.00,--,--,932678.00,32534502.0,0.0,9241094.0,11.69,,,
2013,02,2324,仁寶電腦,258538691.0,53228313.0,311767004.0,194628250.0,2946348.00,197574598.0,44126526.0,16229757.00,53415690.0,-6176069.00,-2007725.00,105588179.00,--,--,8604227.00,114192406.0,0.0,108533431.0,24.53,,,
2013,02,2325,矽品,36686736.0,66305397.0,102992133.0,31003886.0,13659863.00,44663749.0,31163611.0,15776214.00,9893954.0,1494605.00,0.00,58328384.00,--,--,0.00,58328384.0,0.0,0.0,18.72,,,
2013,02,2327,國巨,27019468.0,24883917.0,51903385.0,16695563.0,385446.00,17081009.0,22053084.0,1321676.00,11452149.0,-103043.00,0.00,34723866.00,--,--,98510.00,34822376.0,0.0,0.0,15.75,,,
2013,02,2328,廣宇,9918349.0,8787221.0,18705570.0,5644633.0,1530393.00,7175026.0,5174013.0,1385979.00,2683835.0,922713.00,--,10166540.00,--,--,1364004.00,11530544.0,0.0,0.0,19.96,,,
2013,02,2329,華泰電子,3461935.0,10258620.0,13720555.0,6541321.0,2690202.00,9231523.0,8060158.0,--,-3839783.0,155559.00,--,4375934.00,--,--,113098.00,4489032.0,0.0,0.0,5.43,,,
2013,02,2330,台積電,352462353.0,817423101.0,1169885454.0,243631467.0,180017716.00,423649183.0,259283058.0,55828587.00,422022762.0,8777348.00,--,745911755.00,--,--,324516.00,746236271.0,0.0,0.0,28.77,,,
2013,02,2331,精英,24048209.0,11420674.0,35468883.0,20060976.0,83047.00,20144023.0,7335801.0,6461790.00,1465393.0,-203743.00,--,15059241.00,--,--,265619.00,15324860.0,0.0,0.0,20.53,,,
2013,02,2332,友訊科技,18521760.0,7261601.0,25783361.0,10513786.0,2260748.00,12774534.0,6475803.0,2131492.00,5504795.0,-540345.00,-807960.00,12763785.00,--,--,245042.00,13008827.0,0.0,38807000.0,20.97,,,
2013,02,2337,旺宏,26553398.0,29798480.0,56351878.0,11300945.0,14015579.00,25316524.0,35214623.0,344016.00,-4776536.0,348643.00,-159061.00,30971685.00,--,--,63669.00,31035354.0,0.0,3899382.0,8.8,,,
2013,02,2338,光罩,2361795.0,2226253.0,4588048.0,598260.0,53290.00,651550.0,2627136.0,322917.00,830965.0,-17323.00,-265375.00,3498320.00,--,--,438178.00,3936498.0,0.0,44903372.0,16.06,,,
2013,02,2340,光磊,7126829.0,5100004.0,12226833.0,3134727.0,2062206.00,5196933.0,5456621.0,618435.00,986408.0,-8403.00,-26699.00,7026362.00,--,--,3538.00,7029900.0,0.0,1107276.0,12.9,,,
2013,02,2342,茂矽,1849046.0,3676792.0,5525838.0,2175985.0,189912.00,2365897.0,3722549.0,3.00,-1009940.0,352562.00,-3.00,3065171.00,--,--,94770.00,3159941.0,0.0,86.0,8.23,,,
2013,02,2344,華邦電,21693290.0,34034083.0,55727373.0,10792001.0,9113154.00,19905155.0,36888322.0,2149976.00,-4422072.0,253407.00,-106387.00,34763246.00,--,--,1058972.00,35822218.0,0.0,7518364.0,9.44,,,
2013,02,2345,智邦科技,11032126.0,2728678.0,13760804.0,6591327.0,325705.00,6917032.0,5262904.0,578667.00,868398.0,174493.00,-50999.00,6833463.00,--,--,10309.00,6843772.0,0.0,2209867.0,13.04,,,
2013,02,2347,聯強國際,96385655.0,21519933.0,117905588.0,76019343.0,519201.00,76538544.0,15868889.0,14161600.00,11653542.0,-1029602.00,--,40654429.00,--,--,712615.00,41367044.0,0.0,0.0,25.62,,,
2013,02,2348,海悅,716213.0,50088.0,766301.0,350720.0,0.00,350720.0,856000.0,0.00,-440420.0,0.00,--,415580.00,--,--,1.00,415581.0,0.0,0.0,4.85,,,
2013,02,2349,錸德科技,12489628.0,30050249.0,42539877.0,9755801.0,5192767.00,14948568.0,26154274.0,1801136.00,-2389008.0,-652897.00,-2597373.00,22316132.00,--,--,5275177.00,27591309.0,0.0,45457903.0,8.68,,,
2013,02,2351,順德,4899974.0,4971682.0,9871656.0,3097469.0,2703574.00,5801043.0,1802253.0,428416.00,1639006.0,1038.00,--,3870713.00,--,--,199900.00,4070613.0,0.0,0.0,21.48,,,
2013,02,2352,佳世達,48422605.0,42837939.0,91260544.0,47191297.0,22374330.00,69565627.0,19667820.0,0.00,-1451985.0,1101520.00,-213.00,19317142.00,0.00,--,2377775.00,21694917.0,0.0,51000.0,9.82,,,
2013,02,2353,宏碁,176608083.0,56507556.0,233115639.0,131916194.0,24468213.00,156384407.0,28347268.0,43707727.00,12211324.0,-1483013.00,-6054286.00,76729020.00,--,--,2212.00,76731232.0,0.0,112365290.0,28.18,,,
2013,02,2354,鴻準,64564242.0,25684310.0,90248552.0,23737242.0,633802.00,24371044.0,13491816.0,6331741.00,42630970.0,3305476.00,--,65760003.00,--,--,117505.00,65877508.0,0.0,0.0,53.16,,,
2013,02,2355,敬鵬,13968637.0,7784652.0,21753289.0,8263925.0,472424.00,8736349.0,3974954.0,1568318.00,6402361.0,402846.00,--,12348479.00,--,--,668461.00,13016940.0,0.0,0.0,31.07,,,
2013,02,2356,英業達,143447902.0,47408293.0,190856195.0,117307894.0,15359758.00,132667652.0,35874751.0,2893298.00,10736456.0,1580075.00,0.00,51084580.00,--,--,7103963.00,58188543.0,0.0,0.0,14.24,,,
2013,02,2357,華碩,224297158.0,54746524.0,279043682.0,143307998.0,6352464.00,149660462.0,7527603.0,4514649.00,108217482.0,7415526.00,--,127675260.00,--,--,1707960.00,129383220.0,0.0,0.0,169.61,,,
2013,02,2358,廷鑫,381890.0,566034.0,947924.0,125988.0,5256.00,131244.0,850000.0,16000.00,-49322.0,2.00,--,816680.00,--,--,--,816680.0,0.0,0.0,9.61,,,
2013,02,2359,所羅門,3482175.0,2005877.0,5488052.0,979632.0,28336.00,1007968.0,1880577.0,75737.00,2077297.0,66335.00,-6139.00,4093807.00,--,--,386277.00,4480084.0,0.0,110148.0,21.78,,,
2013,02,2360,致茂電子,7631860.0,4589657.0,12221517.0,3908696.0,301852.00,4210548.0,3767599.0,938736.00,2854889.0,326135.00,-35900.00,7851459.00,--,--,159510.00,8010969.0,0.0,1925579.0,20.95,,,
2013,02,2362,藍天,7596581.0,41980674.0,49577255.0,13898338.0,23404068.00,37302406.0,7009670.0,1537425.00,3862580.0,1060855.00,-1195681.00,12274849.00,--,--,--,12274849.0,0.0,44851265.0,18.71,,,
2013,02,2363,矽統科技,1609630.0,6625972.0,8235602.0,173861.0,0.00,173861.0,6277330.0,118738.00,-463703.0,2270486.00,-141110.00,8061741.00,--,--,0.00,8061741.0,0.0,14198004.0,13.14,,,
2013,02,2364,倫飛電腦,801193.0,949171.0,1750364.0,729668.0,5754.00,735422.0,1901615.0,3397.00,-491398.0,10233.00,-409026.00,1014821.00,--,--,121.00,1014942.0,0.0,6087783.0,5.51,,,
2013,02,2365,昆盈企業,5233184.0,1766577.0,6999761.0,2394696.0,193171.00,2587867.0,2946001.0,602847.00,1119047.0,-218221.00,-122424.00,4327250.00,--,--,84644.00,4411894.0,0.0,6800000.0,15.04,,,
2013,02,2367,燿華,6292722.0,12123704.0,18416426.0,5496350.0,3468774.00,8965124.0,5717934.0,3368715.00,28548.0,293442.00,-62173.00,9346466.00,--,--,104836.00,9451302.0,0.0,5475000.0,16.5,,,
2013,02,2368,金像電,11358527.0,10968072.0,22326599.0,11811204.0,4019365.00,15830569.0,5649129.0,1417888.00,-421789.0,-27968.00,-121230.00,6496030.00,--,--,0.00,6496030.0,0.0,9651750.0,11.7,,,
2013,02,2369,菱生,3685863.0,4753029.0,8438892.0,1709212.0,375863.00,2085075.0,3801023.0,1608112.00,953029.0,-9476.00,-176415.00,6176273.00,--,--,177544.00,6353817.0,0.0,5658911.0,16.49,,,
2013,02,2371,大同,81650158.0,129745917.0,211396075.0,109346368.0,39905245.00,149251613.0,23395367.0,827392.00,9978210.0,-463359.00,-807200.00,32930410.00,--,--,29214052.00,62144462.0,0.0,70931341.0,14.52,,,
2013,02,2373,震旦行,6365408.0,5680976.0,12046384.0,4337453.0,1303865.00,5641318.0,3374322.0,1516713.00,2259523.0,335865.00,-1689473.00,5796950.00,--,--,608116.00,6405066.0,0.0,35751997.0,19.22,,,
2013,02,2374,佳能,10745571.0,6427196.0,17172767.0,7365673.0,296878.00,7662551.0,4489874.0,1428351.00,3863722.0,-276503.00,--,9505444.00,--,--,4772.00,9510216.0,0.0,0.0,21.17,,,
2013,02,2375,智寶,2976066.0,376186.0,3352252.0,1606155.0,5226.00,1611381.0,1922960.0,--,-185994.0,3905.00,--,1740871.00,--,--,--,1740871.0,0.0,0.0,9.05,,,
2013,02,2376,技嘉,27726358.0,7791467.0,35517825.0,14688082.0,441547.00,15129629.0,6262534.0,4586704.00,9412040.0,116469.00,0.00,20377747.00,--,--,10449.00,20388196.0,0.0,0.0,32.54,,,
2013,02,2377,微星科技,30831123.0,6491023.0,37322146.0,15356403.0,239307.00,15595710.0,8448562.0,2915327.00,10254790.0,98692.00,0.00,21717371.00,--,--,9065.00,21726436.0,0.0,0.0,25.71,,,
2013,02,2379,瑞昱,26170380.0,7039946.0,33210326.0,14226108.0,916147.00,15142255.0,5115394.0,4342955.00,8655580.0,-55833.00,--,18058096.00,--,--,9975.00,18068071.0,0.0,0.0,36.2,,,
2013,02,2380,虹光精密,2756406.0,1819501.0,4575907.0,811465.0,194247.00,1005712.0,2202106.0,761114.00,514824.0,133346.00,-41195.00,3570195.00,--,--,0.00,3570195.0,0.0,3625078.0,16.48,,,
2013,02,2382,廣達,432490904.0,62387182.0,494878086.0,351391190.0,22394414.00,373785604.0,38542584.0,13855310.00,68691171.0,-7187743.00,-333094.00,113568228.00,--,--,7524254.00,121092482.0,0.0,8108885.0,29.53,,,
2013,02,2383,台光電子,9183893.0,5199041.0,14382934.0,6799738.0,1197656.00,7997394.0,3110562.0,365610.00,2551045.0,342365.00,0.00,6369582.00,--,--,15958.00,6385540.0,0.0,0.0,20.48,,,
2013,02,2385,群光電子,33541181.0,14689413.0,48230594.0,23916753.0,3897682.00,27814435.0,7147360.0,2258756.00,9153080.0,-26242.00,-311277.00,18221677.00,--,--,2194482.00,20416159.0,0.0,36082186.0,28.48,,,
2013,02,2387,精元電腦,8073444.0,4951351.0,13024795.0,3947181.0,1235791.00,5182972.0,3697803.0,59642.00,3447625.0,64167.00,-289455.00,6979782.00,--,--,862041.00,7841823.0,0.0,16794000.0,19.77,,,
2013,02,2388,威盛電子,4293111.0,5102504.0,9395615.0,3062913.0,2672825.00,5735738.0,4933034.0,0.00,-1561116.0,10443.00,--,3382361.00,--,--,277516.00,3659877.0,0.0,0.0,6.86,,,
2013,02,2390,云辰,1205812.0,2232656.0,3438468.0,722390.0,163087.00,885477.0,2153033.0,241904.00,211602.0,-66153.00,--,2540386.00,--,--,12605.00,2552991.0,0.0,0.0,11.8,,,
2013,02,2392,正崴,27709497.0,30676105.0,58385602.0,25719819.0,7083999.00,32803818.0,4944439.0,8779995.00,7344610.0,1458996.00,--,22528040.00,--,--,3053744.00,25581784.0,0.0,0.0,45.56,,,
2013,02,2393,億光電子,15503211.0,15362588.0,30865799.0,11028917.0,4436841.00,15465758.0,4192013.0,7380419.00,2879514.0,-98481.00,--,14353465.00,--,--,1046576.00,15400041.0,0.0,0.0,34.24,,,
2013,02,2395,研華,16423624.0,10384986.0,26808610.0,9093928.0,716216.00,9810144.0,5656272.0,4793858.00,6427013.0,720.00,0.00,16877863.00,--,--,120603.00,16998466.0,0.0,0.0,29.84,,,
2013,02,2397,友通資訊,3160317.0,396396.0,3556713.0,735601.0,94186.00,829787.0,1148399.0,789318.00,827491.0,-38284.00,--,2726924.00,--,--,2.00,2726926.0,0.0,0.0,23.75,,,
2013,02,2399,映泰,3189101.0,628238.0,3817339.0,1182503.0,88077.00,1270580.0,1781000.0,91712.00,700503.0,-26456.00,--,2546759.00,--,--,--,2546759.0,0.0,0.0,14.3,,,
2013,02,2401,凌陽科技,8981703.0,5742790.0,14724493.0,2728063.0,1681373.00,4409436.0,5969099.0,963014.00,1760353.0,228921.00,-155236.00,8766151.00,--,--,1548906.00,10315057.0,0.0,8474996.0,14.9,,,
2013,02,2402,毅嘉科技,5358858.0,4931273.0,10290131.0,3916222.0,7201.00,3923423.0,3320431.0,2080183.00,641960.0,324134.00,0.00,6366708.00,--,--,--,6366708.0,0.0,0.0,19.17,,,
2013,02,2404,漢唐,9554668.0,2107899.0,11662567.0,6699104.0,224995.00,6924099.0,2382334.0,581558.00,1927191.0,-139283.00,-15042.00,4736758.00,--,--,1710.00,4738468.0,0.0,810615.0,19.95,,,
2013,02,2405,浩鑫,7803488.0,918659.0,8722147.0,4749803.0,41906.00,4791709.0,3401313.0,220300.00,435327.0,-131749.00,0.00,3925191.00,--,--,5247.00,3930438.0,0.0,0.0,11.54,,,
2013,02,2406,國碩科技,5524496.0,5362148.0,10886644.0,2530832.0,2266938.00,4797770.0,2919652.0,1222984.00,662491.0,-8407.00,0.00,4796720.00,--,--,1292154.00,6088874.0,0.0,0.0,16.43,,,
2013,02,2408,南亞科,28992784.0,69246590.0,98239374.0,84839543.0,9390248.00,94229791.0,239606194.0,3600271.00,-239016344.0,6731.00,-347533.00,3849319.00,--,--,160264.00,4009583.0,266000.0,6869820.0,0.16,,,
2013,02,2409,友達,175493823.0,346387451.0,521881274.0,175002243.0,172288755.00,347290998.0,96242451.0,60504027.00,614341.0,3356953.00,--,160717772.00,--,--,13872504.00,174590276.0,0.0,0.0,16.7,,,
2013,02,2412,中華電,116380249.0,337657316.0,454037565.0,93153580.0,15595017.00,108748597.0,77574465.0,184578623.00,78872100.0,-102998.00,--,340922190.00,--,--,4366778.00,345288968.0,0.0,0.0,43.95,,,
2013,02,2413,環科,2295251.0,2464574.0,4759825.0,1886842.0,1094209.00,2981051.0,1273592.0,369254.00,-41270.0,175605.00,0.00,1777181.00,--,--,1593.00,1778774.0,0.0,0.0,13.95,,,
